date,channel,spend
2024-10-07,Paid Search,367.83
2024-10-07,Paid Social,281.7
2024-10-08,Affiliate,95.53
2024-10-08,Email,130.34
2024-10-08,Paid Search,385.95
2024-10-08,Paid Social,307.7
2024-10-09,Affiliate,94.84
2024-10-09,Email,137.95
2024-10-09,Paid Search,431.5
2024-10-09,Paid Social,351.57
2024-10-10,Affiliate,106.29
2024-10-10,Email,163.01
2024-10-10,Paid Search,457.51
2024-10-10,Paid Social,378.85
2024-10-11,Affiliate,75.07
2024-10-11,Email,108.3
2024-10-11,Paid Search,337.25
2024-10-11,Paid Social,265.0
2024-10-12,Affiliate,91.02
2024-10-12,Email,135.67
2024-10-12,Paid Search,428.94
2024-10-12,Paid Social,372.16
2024-10-13,Affiliate,76.82
2024-10-13,Email,107.89
2024-10-13,Paid Search,348.01
2024-10-13,Paid Social,242.96
2024-10-14,Affiliate,91.94
2024-10-14,Email,124.54
2024-10-14,Paid Search,373.07
2024-10-14,Paid Social,313.31
2024-10-15,Affiliate,99.88
2024-10-15,Email,153.07
2024-10-15,Paid Search,375.64
2024-10-15,Paid Social,330.25
2024-10-16,Affiliate,94.47
2024-10-16,Email,135.78
2024-10-16,Paid Search,373.79
2024-10-16,Paid Social,333.85
2024-10-17,Affiliate,98.76
2024-10-17,Email,116.14
2024-10-17,Paid Search,395.2
2024-10-17,Paid Social,296.88
2024-10-18,Affiliate,79.94
2024-10-18,Email,124.22
2024-10-18,Paid Search,370.67
2024-10-18,Paid Social,275.25
2024-10-19,Affiliate,82.87
2024-10-19,Email,113.24
2024-10-19,Paid Search,328.05
2024-10-19,Paid Social,293.31
2024-10-20,Affiliate,85.54
2024-10-20,Email,124.19
2024-10-20,Paid Search,365.74
2024-10-20,Paid Social,316.88
2024-10-21,Affiliate,86.66
2024-10-21,Email,134.01
2024-10-21,Paid Search,393.38
2024-10-21,Paid Social,343.04
2024-10-22,Affiliate,98.71
2024-10-22,Email,136.71
2024-10-22,Paid Search,380.61
2024-10-22,Paid Social,372.74
2024-10-23,Affiliate,89.04
2024-10-23,Email,137.79
2024-10-23,Paid Search,364.68
2024-10-23,Paid Social,335.87
2024-10-24,Affiliate,96.03
2024-10-24,Email,144.17
2024-10-24,Paid Search,437.25
2024-10-24,Paid Social,329.9
2024-10-25,Affiliate,85.37
2024-10-25,Email,129.88
2024-10-25,Paid Search,349.92
2024-10-25,Paid Social,312.74
2024-10-26,Affiliate,94.57
2024-10-26,Email,126.76
2024-10-26,Paid Search,374.83
2024-10-26,Paid Social,347.52
2024-10-27,Affiliate,111.99
2024-10-27,Email,144.1
2024-10-27,Paid Search,410.98
2024-10-27,Paid Social,334.07
2024-10-28,Affiliate,84.08
2024-10-28,Email,120.98
2024-10-28,Paid Search,346.84
2024-10-28,Paid Social,293.18
2024-10-29,Affiliate,94.75
2024-10-29,Email,118.26
2024-10-29,Paid Search,384.63
2024-10-29,Paid Social,295.37
2024-10-30,Affiliate,91.82
2024-10-30,Email,134.48
2024-10-30,Paid Search,437.75
2024-10-30,Paid Social,331.45
2024-10-31,Affiliate,97.25
2024-10-31,Email,158.69
2024-10-31,Paid Search,403.83
2024-10-31,Paid Social,372.28
2024-11-01,Affiliate,130.86
2024-11-01,Email,198.41
2024-11-01,Paid Search,622.08
2024-11-01,Paid Social,393.71
2024-11-02,Affiliate,129.6
2024-11-02,Email,153.9
2024-11-02,Paid Search,594.6
2024-11-02,Paid Social,488.94
2024-11-03,Affiliate,179.32
2024-11-03,Email,233.97
2024-11-03,Paid Search,646.38
2024-11-03,Paid Social,551.16
2024-11-04,Affiliate,139.71
2024-11-04,Email,189.0
2024-11-04,Paid Search,557.88
2024-11-04,Paid Social,469.06
2024-11-05,Affiliate,151.11
2024-11-05,Email,214.48
2024-11-05,Paid Search,657.43
2024-11-05,Paid Social,504.64
2024-11-06,Affiliate,137.54
2024-11-06,Email,194.43
2024-11-06,Paid Search,604.59
2024-11-06,Paid Social,484.37
2024-11-07,Affiliate,150.37
2024-11-07,Email,190.16
2024-11-07,Paid Search,560.99
2024-11-07,Paid Social,519.49
2024-11-08,Affiliate,154.6
2024-11-08,Email,183.07
2024-11-08,Paid Search,612.12
2024-11-08,Paid Social,509.23
2024-11-09,Affiliate,126.02
2024-11-09,Email,189.67
2024-11-09,Paid Search,667.65
2024-11-09,Paid Social,480.22
2024-11-10,Affiliate,158.11
2024-11-10,Email,198.6
2024-11-10,Paid Search,623.06
2024-11-10,Paid Social,557.74
2024-11-11,Affiliate,141.92
2024-11-11,Email,199.0
2024-11-11,Paid Search,706.85
2024-11-11,Paid Social,520.2
2024-11-12,Affiliate,125.96
2024-11-12,Email,194.22
2024-11-12,Paid Search,610.21
2024-11-12,Paid Social,495.36
2024-11-13,Affiliate,147.38
2024-11-13,Email,209.95
2024-11-13,Paid Search,650.43
2024-11-13,Paid Social,486.68
2024-11-14,Affiliate,151.03
2024-11-14,Email,233.41
2024-11-14,Paid Search,577.78
2024-11-14,Paid Social,468.01
2024-11-15,Affiliate,120.45
2024-11-15,Email,190.05
2024-11-15,Paid Search,622.28
2024-11-15,Paid Social,482.08
2024-11-16,Affiliate,135.5
2024-11-16,Email,187.04
2024-11-16,Paid Search,476.41
2024-11-16,Paid Social,431.73
2024-11-17,Affiliate,131.39
2024-11-17,Email,215.43
2024-11-17,Paid Search,567.37
2024-11-17,Paid Social,491.39
2024-11-18,Affiliate,149.1
2024-11-18,Email,225.39
2024-11-18,Paid Search,609.56
2024-11-18,Paid Social,497.99
2024-11-19,Affiliate,122.82
2024-11-19,Email,184.67
2024-11-19,Paid Search,531.86
2024-11-19,Paid Social,437.7
2024-11-20,Affiliate,169.68
2024-11-20,Email,271.54
2024-11-20,Paid Search,716.36
2024-11-20,Paid Social,603.04
2024-11-21,Affiliate,124.61
2024-11-21,Email,195.88
2024-11-21,Paid Search,566.49
2024-11-21,Paid Social,456.74
2024-11-22,Affiliate,116.25
2024-11-22,Email,166.13
2024-11-22,Paid Search,477.75
2024-11-22,Paid Social,407.56
2024-11-23,Affiliate,135.19
2024-11-23,Email,212.57
2024-11-23,Paid Search,592.24
2024-11-23,Paid Social,474.88
2024-11-24,Affiliate,152.12
2024-11-24,Email,213.06
2024-11-24,Paid Search,621.92
2024-11-24,Paid Social,550.86
2024-11-25,Affiliate,136.73
2024-11-25,Email,177.15
2024-11-25,Paid Search,673.27
2024-11-25,Paid Social,550.76
2024-11-26,Affiliate,163.87
2024-11-26,Email,209.58
2024-11-26,Paid Search,629.87
2024-11-26,Paid Social,439.22
2024-11-27,Affiliate,131.42
2024-11-27,Email,198.56
2024-11-27,Paid Search,586.86
2024-11-27,Paid Social,496.25
2024-11-28,Affiliate,140.98
2024-11-28,Email,199.94
2024-11-28,Paid Search,564.93
2024-11-28,Paid Social,393.21
2024-11-29,Affiliate,131.5
2024-11-29,Email,182.44
2024-11-29,Paid Search,575.39
2024-11-29,Paid Social,512.49
2024-11-30,Affiliate,125.62
2024-11-30,Email,171.48
2024-11-30,Paid Search,561.41
2024-11-30,Paid Social,387.13
2024-12-01,Affiliate,114.17
2024-12-01,Email,191.21
2024-12-01,Paid Search,500.3
2024-12-01,Paid Social,426.54
2024-12-02,Affiliate,113.79
2024-12-02,Email,167.71
2024-12-02,Paid Search,473.23
2024-12-02,Paid Social,385.63
2024-12-03,Affiliate,97.93
2024-12-03,Email,157.18
2024-12-03,Paid Search,456.42
2024-12-03,Paid Social,343.82
2024-12-04,Affiliate,113.19
2024-12-04,Email,162.5
2024-12-04,Paid Search,479.3
2024-12-04,Paid Social,394.07
2024-12-05,Affiliate,143.72
2024-12-05,Email,163.96
2024-12-05,Paid Search,474.51
2024-12-05,Paid Social,404.69
2024-12-06,Affiliate,107.04
2024-12-06,Email,140.2
2024-12-06,Paid Search,426.72
2024-12-06,Paid Social,354.5
2024-12-07,Affiliate,106.81
2024-12-07,Email,134.51
2024-12-07,Paid Search,453.32
2024-12-07,Paid Social,314.16
2024-12-08,Affiliate,113.97
2024-12-08,Email,175.45
2024-12-08,Paid Search,477.89
2024-12-08,Paid Social,431.94
2024-12-09,Affiliate,119.27
2024-12-09,Email,176.65
2024-12-09,Paid Search,493.44
2024-12-09,Paid Social,390.98
2024-12-10,Affiliate,101.7
2024-12-10,Email,164.01
2024-12-10,Paid Search,439.48
2024-12-10,Paid Social,365.13
2024-12-11,Affiliate,96.04
2024-12-11,Email,153.91
2024-12-11,Paid Search,488.16
2024-12-11,Paid Social,330.59
2024-12-12,Affiliate,118.51
2024-12-12,Email,167.85
2024-12-12,Paid Search,498.02
2024-12-12,Paid Social,405.74
2024-12-13,Affiliate,109.28
2024-12-13,Email,157.39
2024-12-13,Paid Search,388.62
2024-12-13,Paid Social,321.97
2024-12-14,Affiliate,99.65
2024-12-14,Email,134.91
2024-12-14,Paid Search,377.06
2024-12-14,Paid Social,314.99
2024-12-15,Affiliate,103.95
2024-12-15,Email,144.69
2024-12-15,Paid Search,519.55
2024-12-15,Paid Social,373.99
2024-12-16,Affiliate,116.73
2024-12-16,Email,160.05
2024-12-16,Paid Search,498.53
2024-12-16,Paid Social,399.59
2024-12-17,Affiliate,119.41
2024-12-17,Email,154.54
2024-12-17,Paid Search,528.65
2024-12-17,Paid Social,390.15
2024-12-18,Affiliate,134.99
2024-12-18,Email,197.49
2024-12-18,Paid Search,573.78
2024-12-18,Paid Social,424.16
2024-12-19,Affiliate,127.91
2024-12-19,Email,175.61
2024-12-19,Paid Search,532.41
2024-12-19,Paid Social,427.75
2024-12-20,Affiliate,101.14
2024-12-20,Email,159.76
2024-12-20,Paid Search,424.02
2024-12-20,Paid Social,361.39
2024-12-21,Affiliate,96.53
2024-12-21,Email,141.39
2024-12-21,Paid Search,404.6
2024-12-21,Paid Social,388.61
2024-12-22,Affiliate,102.9
2024-12-22,Email,152.68
2024-12-22,Paid Search,423.56
2024-12-22,Paid Social,319.6
2024-12-23,Affiliate,106.66
2024-12-23,Email,172.45
2024-12-23,Paid Search,449.93
2024-12-23,Paid Social,415.03
2024-12-24,Affiliate,111.59
2024-12-24,Email,145.46
2024-12-24,Paid Search,462.45
2024-12-24,Paid Social,413.73
2024-12-25,Affiliate,114.23
2024-12-25,Email,160.04
2024-12-25,Paid Search,499.41
2024-12-25,Paid Social,374.38
2024-12-26,Affiliate,106.27
2024-12-26,Email,173.31
2024-12-26,Paid Search,422.9
2024-12-26,Paid Social,331.2
2024-12-27,Affiliate,116.84
2024-12-27,Email,132.76
2024-12-27,Paid Search,491.13
2024-12-27,Paid Social,382.34
2024-12-28,Affiliate,115.9
2024-12-28,Email,157.52
2024-12-28,Paid Search,489.96
2024-12-28,Paid Social,397.37
2024-12-29,Affiliate,114.25
2024-12-29,Email,172.91
2024-12-29,Paid Search,460.11
2024-12-29,Paid Social,412.68
2024-12-30,Affiliate,122.75
2024-12-30,Email,171.57
2024-12-30,Paid Search,477.23
2024-12-30,Paid Social,423.73
2024-12-31,Affiliate,110.19
2024-12-31,Email,178.06
2024-12-31,Paid Search,461.72
2024-12-31,Paid Social,416.95
2025-01-01,Affiliate,114.65
2025-01-01,Email,160.89
2025-01-01,Paid Search,476.46
2025-01-01,Paid Social,395.07
2025-01-02,Affiliate,105.23
2025-01-02,Email,155.4
2025-01-02,Paid Search,468.9
2025-01-02,Paid Social,361.49
2025-01-03,Affiliate,115.79
2025-01-03,Email,150.41
2025-01-03,Paid Search,490.68
2025-01-03,Paid Social,403.5
2025-01-04,Affiliate,112.21
2025-01-04,Email,168.59
2025-01-04,Paid Search,489.79
2025-01-04,Paid Social,368.05
2025-01-05,Affiliate,97.22
2025-01-05,Email,141.28
2025-01-05,Paid Search,405.11
2025-01-05,Paid Social,352.35
2025-01-06,Affiliate,109.19
2025-01-06,Email,155.31
2025-01-06,Paid Search,448.49
2025-01-06,Paid Social,369.57
2025-01-07,Affiliate,132.26
2025-01-07,Email,153.46
2025-01-07,Paid Search,531.07
2025-01-07,Paid Social,425.83
2025-01-08,Affiliate,113.17
2025-01-08,Email,169.01
2025-01-08,Paid Search,495.09
2025-01-08,Paid Social,393.69
2025-01-09,Affiliate,97.85
2025-01-09,Email,143.07
2025-01-09,Paid Search,448.19
2025-01-09,Paid Social,372.69
2025-01-10,Affiliate,110.74
2025-01-10,Email,159.08
2025-01-10,Paid Search,496.34
2025-01-10,Paid Social,384.95
2025-01-11,Affiliate,106.56
2025-01-11,Email,136.45
2025-01-11,Paid Search,414.02
2025-01-11,Paid Social,320.31
2025-01-12,Affiliate,95.5
2025-01-12,Email,140.4
2025-01-12,Paid Search,425.47
2025-01-12,Paid Social,315.78
2025-01-13,Affiliate,113.2
2025-01-13,Email,152.62
2025-01-13,Paid Search,481.5
2025-01-13,Paid Social,377.27
2025-01-14,Affiliate,90.44
2025-01-14,Email,123.39
2025-01-14,Paid Search,412.89
2025-01-14,Paid Social,307.65
2025-01-15,Affiliate,92.02
2025-01-15,Email,143.18
2025-01-15,Paid Search,386.1
2025-01-15,Paid Social,329.69
2025-01-16,Affiliate,110.58
2025-01-16,Email,149.74
2025-01-16,Paid Search,437.47
2025-01-16,Paid Social,355.82
2025-01-17,Affiliate,101.58
2025-01-17,Email,144.15
2025-01-17,Paid Search,418.45
2025-01-17,Paid Social,349.66
2025-01-18,Affiliate,110.13
2025-01-18,Email,156.92
2025-01-18,Paid Search,416.28
2025-01-18,Paid Social,357.15
2025-01-19,Affiliate,92.44
2025-01-19,Email,136.84
2025-01-19,Paid Search,394.07
2025-01-19,Paid Social,317.89
2025-01-20,Affiliate,99.41
2025-01-20,Email,142.5
2025-01-20,Paid Search,412.04
2025-01-20,Paid Social,324.64
2025-01-21,Affiliate,127.47
2025-01-21,Email,175.98
2025-01-21,Paid Search,523.47
2025-01-21,Paid Social,405.67
2025-01-22,Affiliate,106.79
2025-01-22,Email,166.36
2025-01-22,Paid Search,461.52
2025-01-22,Paid Social,348.64
2025-01-23,Affiliate,115.71
2025-01-23,Email,151.17
2025-01-23,Paid Search,488.69
2025-01-23,Paid Social,353.62
2025-01-24,Affiliate,93.4
2025-01-24,Email,133.95
2025-01-24,Paid Search,413.81
2025-01-24,Paid Social,336.32
2025-01-25,Affiliate,99.52
2025-01-25,Email,143.9
2025-01-25,Paid Search,404.72
2025-01-25,Paid Social,322.63
2025-01-26,Affiliate,103.06
2025-01-26,Email,145.25
2025-01-26,Paid Search,402.29
2025-01-26,Paid Social,373.38
2025-01-27,Affiliate,93.0
2025-01-27,Email,144.58
2025-01-27,Paid Search,422.24
2025-01-27,Paid Social,341.83
2025-01-28,Affiliate,108.14
2025-01-28,Email,167.02
2025-01-28,Paid Search,462.78
2025-01-28,Paid Social,398.45
2025-01-29,Affiliate,97.97
2025-01-29,Email,139.39
2025-01-29,Paid Search,470.31
2025-01-29,Paid Social,342.56
2025-01-30,Affiliate,108.47
2025-01-30,Email,154.0
2025-01-30,Paid Search,454.12
2025-01-30,Paid Social,360.9
2025-01-31,Affiliate,105.26
2025-01-31,Email,143.78
2025-01-31,Paid Search,443.57
2025-01-31,Paid Social,357.52
2025-02-01,Affiliate,116.71
2025-02-01,Email,150.02
2025-02-01,Paid Search,414.22
2025-02-01,Paid Social,361.75
2025-02-02,Affiliate,84.36
2025-02-02,Email,117.18
2025-02-02,Paid Search,382.12
2025-02-02,Paid Social,323.49
2025-02-03,Affiliate,91.28
2025-02-03,Email,126.54
2025-02-03,Paid Search,378.84
2025-02-03,Paid Social,306.91
2025-02-04,Affiliate,106.94
2025-02-04,Email,142.88
2025-02-04,Paid Search,444.01
2025-02-04,Paid Social,358.23
2025-02-05,Affiliate,98.84
2025-02-05,Email,129.74
2025-02-05,Paid Search,359.78
2025-02-05,Paid Social,302.34
2025-02-06,Affiliate,108.63
2025-02-06,Email,142.87
2025-02-06,Paid Search,411.38
2025-02-06,Paid Social,340.72
2025-02-07,Affiliate,84.06
2025-02-07,Email,119.5
2025-02-07,Paid Search,336.85
2025-02-07,Paid Social,291.94
2025-02-08,Affiliate,84.58
2025-02-08,Email,115.82
2025-02-08,Paid Search,341.91
2025-02-08,Paid Social,269.33
2025-02-09,Affiliate,92.75
2025-02-09,Email,125.61
2025-02-09,Paid Search,373.69
2025-02-09,Paid Social,330.39
2025-02-10,Affiliate,104.8
2025-02-10,Email,147.78
2025-02-10,Paid Search,437.5
2025-02-10,Paid Social,355.34
2025-02-11,Affiliate,99.97
2025-02-11,Email,149.92
2025-02-11,Paid Search,411.0
2025-02-11,Paid Social,339.74
2025-02-12,Affiliate,94.97
2025-02-12,Email,130.71
2025-02-12,Paid Search,410.02
2025-02-12,Paid Social,342.27
2025-02-13,Affiliate,94.56
2025-02-13,Email,135.57
2025-02-13,Paid Search,399.13
2025-02-13,Paid Social,334.06
2025-02-14,Affiliate,84.72
2025-02-14,Email,122.77
2025-02-14,Paid Search,365.63
2025-02-14,Paid Social,297.23
2025-02-15,Affiliate,85.13
2025-02-15,Email,119.94
2025-02-15,Paid Search,374.51
2025-02-15,Paid Social,276.27
2025-02-16,Affiliate,91.58
2025-02-16,Email,131.6
2025-02-16,Paid Search,357.37
2025-02-16,Paid Social,294.12
2025-02-17,Affiliate,114.13
2025-02-17,Email,152.98
2025-02-17,Paid Search,433.39
2025-02-17,Paid Social,370.07
2025-02-18,Affiliate,99.64
2025-02-18,Email,139.7
2025-02-18,Paid Search,438.32
2025-02-18,Paid Social,336.57
2025-02-19,Affiliate,88.13
2025-02-19,Email,115.69
2025-02-19,Paid Search,354.13
2025-02-19,Paid Social,289.94
2025-02-20,Affiliate,98.08
2025-02-20,Email,143.97
2025-02-20,Paid Search,418.73
2025-02-20,Paid Social,351.91
2025-02-21,Affiliate,94.83
2025-02-21,Email,127.94
2025-02-21,Paid Search,426.32
2025-02-21,Paid Social,307.6
2025-02-22,Affiliate,83.75
2025-02-22,Email,113.76
2025-02-22,Paid Search,363.82
2025-02-22,Paid Social,297.62
2025-02-23,Affiliate,85.61
2025-02-23,Email,137.79
2025-02-23,Paid Search,406.92
2025-02-23,Paid Social,322.25
2025-02-24,Affiliate,106.11
2025-02-24,Email,144.0
2025-02-24,Paid Search,448.34
2025-02-24,Paid Social,370.07
2025-02-25,Affiliate,101.17
2025-02-25,Email,136.69
2025-02-25,Paid Search,462.19
2025-02-25,Paid Social,360.6
2025-02-26,Affiliate,94.37
2025-02-26,Email,113.85
2025-02-26,Paid Search,399.97
2025-02-26,Paid Social,312.64
2025-02-27,Affiliate,98.6
2025-02-27,Email,131.2
2025-02-27,Paid Search,399.9
2025-02-27,Paid Social,332.99
2025-02-28,Affiliate,96.8
2025-02-28,Email,133.83
2025-02-28,Paid Search,440.41
2025-02-28,Paid Social,342.22
2025-03-01,Affiliate,110.81
2025-03-01,Email,153.91
2025-03-01,Paid Search,444.45
2025-03-01,Paid Social,327.43
2025-03-02,Affiliate,93.31
2025-03-02,Email,129.58
2025-03-02,Paid Search,394.11
2025-03-02,Paid Social,307.68
2025-03-03,Affiliate,106.96
2025-03-03,Email,142.3
2025-03-03,Paid Search,422.05
2025-03-03,Paid Social,358.33
2025-03-04,Affiliate,91.93
2025-03-04,Email,141.58
2025-03-04,Paid Search,400.32
2025-03-04,Paid Social,318.84
2025-03-05,Affiliate,90.7
2025-03-05,Email,137.23
2025-03-05,Paid Search,412.91
2025-03-05,Paid Social,304.31
2025-03-06,Affiliate,115.13
2025-03-06,Email,161.49
2025-03-06,Paid Search,456.32
2025-03-06,Paid Social,380.17
2025-03-07,Affiliate,122.77
2025-03-07,Email,148.24
2025-03-07,Paid Search,470.72
2025-03-07,Paid Social,416.84
2025-03-08,Affiliate,104.31
2025-03-08,Email,148.25
2025-03-08,Paid Search,374.17
2025-03-08,Paid Social,329.28
2025-03-09,Affiliate,109.94
2025-03-09,Email,136.91
2025-03-09,Paid Search,430.22
2025-03-09,Paid Social,361.67
2025-03-10,Affiliate,105.3
2025-03-10,Email,140.47
2025-03-10,Paid Search,464.04
2025-03-10,Paid Social,365.59
2025-03-11,Affiliate,92.2
2025-03-11,Email,140.66
2025-03-11,Paid Search,429.78
2025-03-11,Paid Social,328.58
2025-03-12,Affiliate,105.18
2025-03-12,Email,160.71
2025-03-12,Paid Search,440.56
2025-03-12,Paid Social,368.94
2025-03-13,Affiliate,106.83
2025-03-13,Email,169.86
2025-03-13,Paid Search,514.29
2025-03-13,Paid Social,382.8
2025-03-14,Affiliate,107.44
2025-03-14,Email,151.84
2025-03-14,Paid Search,420.88
2025-03-14,Paid Social,362.01
2025-03-15,Affiliate,111.13
2025-03-15,Email,160.22
2025-03-15,Paid Search,437.51
2025-03-15,Paid Social,373.05
2025-03-16,Affiliate,74.88
2025-03-16,Email,110.47
2025-03-16,Paid Search,319.76
2025-03-16,Paid Social,254.92
2025-03-17,Affiliate,104.27
2025-03-17,Email,160.66
2025-03-17,Paid Search,474.96
2025-03-17,Paid Social,373.99
2025-03-18,Affiliate,106.76
2025-03-18,Email,148.1
2025-03-18,Paid Search,438.77
2025-03-18,Paid Social,358.82
2025-03-19,Affiliate,104.31
2025-03-19,Email,149.83
2025-03-19,Paid Search,410.61
2025-03-19,Paid Social,355.42
2025-03-20,Affiliate,99.31
2025-03-20,Email,145.49
2025-03-20,Paid Search,436.02
2025-03-20,Paid Social,372.02
2025-03-21,Affiliate,81.88
2025-03-21,Email,125.6
2025-03-21,Paid Search,368.24
2025-03-21,Paid Social,303.26
2025-03-22,Affiliate,93.7
2025-03-22,Email,129.85
2025-03-22,Paid Search,404.54
2025-03-22,Paid Social,316.56
2025-03-23,Affiliate,106.15
2025-03-23,Email,129.37
2025-03-23,Paid Search,422.42
2025-03-23,Paid Social,331.09
2025-03-24,Affiliate,123.41
2025-03-24,Email,161.37
2025-03-24,Paid Search,467.75
2025-03-24,Paid Social,416.22
2025-03-25,Affiliate,99.68
2025-03-25,Email,136.53
2025-03-25,Paid Search,417.69
2025-03-25,Paid Social,347.94
2025-03-26,Affiliate,96.59
2025-03-26,Email,132.45
2025-03-26,Paid Search,398.1
2025-03-26,Paid Social,350.42
2025-03-27,Affiliate,104.12
2025-03-27,Email,144.11
2025-03-27,Paid Search,428.16
2025-03-27,Paid Social,326.83
2025-03-28,Affiliate,105.22
2025-03-28,Email,161.98
2025-03-28,Paid Search,477.89
2025-03-28,Paid Social,376.61
2025-03-29,Affiliate,99.69
2025-03-29,Email,142.96
2025-03-29,Paid Search,397.38
2025-03-29,Paid Social,346.81
2025-03-30,Affiliate,94.54
2025-03-30,Email,120.35
2025-03-30,Paid Search,393.02
2025-03-30,Paid Social,312.9
2025-03-31,Affiliate,113.59
2025-03-31,Email,145.58
2025-03-31,Paid Search,445.1
2025-03-31,Paid Social,383.82
2025-04-01,Affiliate,108.92
2025-04-01,Email,158.87
2025-04-01,Paid Search,444.76
2025-04-01,Paid Social,364.14
2025-04-02,Affiliate,112.93
2025-04-02,Email,153.14
2025-04-02,Paid Search,476.16
2025-04-02,Paid Social,408.95
2025-04-03,Affiliate,96.42
2025-04-03,Email,138.64
2025-04-03,Paid Search,402.32
2025-04-03,Paid Social,371.0
2025-04-04,Affiliate,102.07
2025-04-04,Email,151.04
2025-04-04,Paid Search,433.56
2025-04-04,Paid Social,353.71
2025-04-05,Affiliate,97.52
2025-04-05,Email,132.44
2025-04-05,Paid Search,393.51
2025-04-05,Paid Social,328.63
2025-04-06,Affiliate,83.48
2025-04-06,Email,115.67
2025-04-06,Paid Search,372.7
2025-04-06,Paid Social,295.99
2025-04-07,Affiliate,111.33
2025-04-07,Email,142.35
2025-04-07,Paid Search,451.75
2025-04-07,Paid Social,388.26
2025-04-08,Affiliate,108.32
2025-04-08,Email,152.92
2025-04-08,Paid Search,456.9
2025-04-08,Paid Social,372.56
2025-04-09,Affiliate,112.63
2025-04-09,Email,150.7
2025-04-09,Paid Search,450.21
2025-04-09,Paid Social,355.29
2025-04-10,Affiliate,105.35
2025-04-10,Email,139.61
2025-04-10,Paid Search,445.33
2025-04-10,Paid Social,358.05
2025-04-11,Affiliate,96.55
2025-04-11,Email,137.68
2025-04-11,Paid Search,402.29
2025-04-11,Paid Social,310.9
2025-04-12,Affiliate,92.63
2025-04-12,Email,133.58
2025-04-12,Paid Search,410.9
2025-04-12,Paid Social,312.73
2025-04-13,Affiliate,86.98
2025-04-13,Email,137.83
2025-04-13,Paid Search,416.81
2025-04-13,Paid Social,314.34
2025-04-14,Affiliate,105.05
2025-04-14,Email,143.32
2025-04-14,Paid Search,417.09
2025-04-14,Paid Social,334.37
2025-04-15,Affiliate,108.52
2025-04-15,Email,155.63
2025-04-15,Paid Search,432.54
2025-04-15,Paid Social,357.91
2025-04-16,Affiliate,109.25
2025-04-16,Email,155.47
2025-04-16,Paid Search,458.99
2025-04-16,Paid Social,379.21
2025-04-17,Affiliate,125.77
2025-04-17,Email,172.59
2025-04-17,Paid Search,478.32
2025-04-17,Paid Social,452.93
2025-04-18,Affiliate,114.73
2025-04-18,Email,158.14
2025-04-18,Paid Search,443.51
2025-04-18,Paid Social,366.93
2025-04-19,Affiliate,91.03
2025-04-19,Email,138.89
2025-04-19,Paid Search,430.11
2025-04-19,Paid Social,343.14
2025-04-20,Affiliate,93.5
2025-04-20,Email,133.99
2025-04-20,Paid Search,427.59
2025-04-20,Paid Social,321.99
2025-04-21,Affiliate,93.45
2025-04-21,Email,127.0
2025-04-21,Paid Search,376.61
2025-04-21,Paid Social,307.33
2025-04-22,Affiliate,100.27
2025-04-22,Email,143.64
2025-04-22,Paid Search,453.6
2025-04-22,Paid Social,368.61
2025-04-23,Affiliate,110.0
2025-04-23,Email,148.17
2025-04-23,Paid Search,462.32
2025-04-23,Paid Social,353.05
2025-04-24,Affiliate,115.89
2025-04-24,Email,161.94
2025-04-24,Paid Search,578.07
2025-04-24,Paid Social,423.02
2025-04-25,Affiliate,103.76
2025-04-25,Email,152.58
2025-04-25,Paid Search,446.97
2025-04-25,Paid Social,348.63
2025-04-26,Affiliate,100.78
2025-04-26,Email,134.26
2025-04-26,Paid Search,421.7
2025-04-26,Paid Social,349.89
2025-04-27,Affiliate,93.79
2025-04-27,Email,136.49
2025-04-27,Paid Search,405.04
2025-04-27,Paid Social,344.87
2025-04-28,Affiliate,100.65
2025-04-28,Email,130.77
2025-04-28,Paid Search,377.97
2025-04-28,Paid Social,359.1
2025-04-29,Affiliate,113.54
2025-04-29,Email,169.63
2025-04-29,Paid Search,495.31
2025-04-29,Paid Social,387.58
2025-04-30,Affiliate,112.38
2025-04-30,Email,160.69
2025-04-30,Paid Search,473.07
2025-04-30,Paid Social,386.52
2025-05-01,Affiliate,114.85
2025-05-01,Email,167.46
2025-05-01,Paid Search,451.29
2025-05-01,Paid Social,377.71
2025-05-02,Affiliate,103.18
2025-05-02,Email,134.39
2025-05-02,Paid Search,403.61
2025-05-02,Paid Social,327.95
2025-05-03,Affiliate,105.7
2025-05-03,Email,155.97
2025-05-03,Paid Search,442.73
2025-05-03,Paid Social,365.06
2025-05-04,Affiliate,82.28
2025-05-04,Email,111.07
2025-05-04,Paid Search,368.01
2025-05-04,Paid Social,292.35
2025-05-05,Affiliate,106.22
2025-05-05,Email,158.74
2025-05-05,Paid Search,454.06
2025-05-05,Paid Social,375.22
2025-05-06,Affiliate,127.74
2025-05-06,Email,165.75
2025-05-06,Paid Search,521.87
2025-05-06,Paid Social,412.96
2025-05-07,Affiliate,95.39
2025-05-07,Email,134.25
2025-05-07,Paid Search,421.38
2025-05-07,Paid Social,311.33
2025-05-08,Affiliate,97.36
2025-05-08,Email,141.85
2025-05-08,Paid Search,416.3
2025-05-08,Paid Social,342.3
2025-05-09,Affiliate,104.26
2025-05-09,Email,153.46
2025-05-09,Paid Search,437.27
2025-05-09,Paid Social,358.51
2025-05-10,Affiliate,89.6
2025-05-10,Email,124.08
2025-05-10,Paid Search,397.87
